Pull Request,Name,Message,Created at,Updated at,Additions,Commits,Status,File changed
85,"NamedUser(login=""khaidv123"")",Add files via upload,15/05/2023 16:40,15/05/2023 16:40,281739,10,failure,"['week_ (1)/Exercises.ipynb', 'week_ (1)/Exercises_1.html', 'week_ (1)/Exercises_1.ipynb', 'week_ (1)/Exercises_2.html', 'week_ (1)/Exercises_2.ipynb', 'week_ (1)/Lecture_1.ipynb', 'week_ (1)/Lecture_2.ipynb', 'week_ (1)/README.MD', 'week_ (1)/Tutorial.ipynb', 'week_ (1)/data/sales_data.csv']"
85,"NamedUser(login=""khaidv123"")",commit,15/05/2023 16:40,15/05/2023 16:44,281739,10,success,"['week_ (2)/README.MD', 'week_ (2)/__pycache__/person.cpython-310.pyc', 'week_ (2)/__pycache__/person_mixins.cpython-310.pyc', 'week_ (2)/exercise_1.ipynb', 'week_ (2)/exercise_2.ipynb', 'week_ (2)/person.ipynb', 'week_ (2)/person.py', 'week_ (2)/person_mixins.ipynb', 'week_ (2)/person_mixins.py', 'week_ (3)/1. NumPy.ipynb', 'week_ (3)/2. NumPy exercises.ipynb', 'week_ (3)/README.MD', 'week_ (4)/1 - Pandas - Series.ipynb', 'week_ (4)/2 - Pandas Series exercises.ipynb', 'week_ (4)/3 - Pandas - DataFrames.ipynb', 'week_ (4)/4 - Pandas DataFrames exercises.ipynb', 'week_ (4)/5 - Pandas - Reading CSV and Basic Plotting.ipynb', 'week_ (4)/Untitled.ipynb', 'week_ (4)/data/btc-market-price.csv', 'week_ (4)/data/eth-price.csv', 'week_ (5)/boilerplate-demographic-data-analyzer-main/README.MD', 'week_ (5)/boilerplate-demographic-data-analyzer-main/__pycache__/demographic_data_analyzer.cpython-310.pyc', 'week_ (5)/boilerplate-demographic-data-analyzer-main/adult.data.csv', 'week_ (5)/boilerplate-demographic-data-analyzer-main/demographic_data_analyzer.py', 'week_ (5)/boilerplate-demographic-data-analyzer-main/main.py', 'week_ (5)/boilerplate-demographic-data-analyzer-main/test_module.py', 'week_ (5)/boilerplate-mean-variance-standard-deviation-calculator-main/README.MD', 'week_ (5)/boilerplate-mean-variance-standard-deviation-calculator-main/main.py', 'week_ (5)/boilerplate-mean-variance-standard-deviation-calculator-main/mean_var_std.py', 'week_ (5)/boilerplate-mean-variance-standard-deviation-calculator-main/test_module.py', 'week_ (6)/boilerplate-medical-data-visualizer-main/README.md', 'week_ (6)/boilerplate-medical-data-visualizer-main/main.py', 'week_ (6)/boilerplate-medical-data-visualizer-main/medical_data_visualizer.py', 'week_ (6)/boilerplate-medical-data-visualizer-main/medical_examination.csv', 'week_ (6)/boilerplate-medical-data-visualizer-main/test_module.py', 'week_ (7)/README.md', 'week_ (7)/boilerplate-page-view-time-series-visualizer-main/fcc-forum-pageviews.csv', 'week_ (7)/boilerplate-page-view-time-series-visualizer-main/main.py', 'week_ (7)/boilerplate-page-view-time-series-visualizer-main/test_module.py', 'week_ (7)/boilerplate-page-view-time-series-visualizer-main/time_series_visualizer.py']"
85,"NamedUser(login=""khaidv123"")",Merge branch 'gungui98:master' into master,15/05/2023 16:40,19/05/2023 9:55,281739,10,failure,"['.github/workflows/test.yml', 'week_ (8)/boilerplate-sea-level-predictor-main/README.md', 'week_ (8)/boilerplate-sea-level-predictor-main/epa-sea-level.csv', 'week_ (8)/boilerplate-sea-level-predictor-main/main.py', 'week_ (8)/boilerplate-sea-level-predictor-main/sea_level_predictor.py', 'week_ (8)/boilerplate-sea-level-predictor-main/test_module.py', 'week_ (8)/data-cleaning-and-visualizations/1 - Missing Data.ipynb', 'week_ (8)/data-cleaning-and-visualizations/2 - Handling Missing Data with Pandas.ipynb', 'week_ (8)/data-cleaning-and-visualizations/3 - Cleaning Not Null Values.ipynb', 'week_ (8)/data-cleaning-and-visualizations/4 - More Visualizations.ipynb', 'week_ (8)/data-cleaning-and-visualizations/5 - Real Example.ipynb', 'week_ (8)/data-cleaning-and-visualizations/data/btc-eth-prices-original.csv', 'week_ (8)/data-cleaning-and-visualizations/data/btc-eth-prices-outliers.csv', 'week_ (8)/data-cleaning-and-visualizations/data/btc-eth-prices.csv', 'week_ (8)/data-cleaning-and-visualizations/data/btc-market-price-full.csv', 'week_ (8)/data-cleaning-and-visualizations/data/btc-market-price.csv', 'week_ (8)/data-cleaning-and-visualizations/data/eth-price-full.csv', 'week_ (8)/data-cleaning-and-visualizations/data/eth-price.csv']"
85,"NamedUser(login=""khaidv123"")",commit week8,15/05/2023 16:40,19/05/2023 14:11,281739,10,failure,"['week_ (8)/boilerplate-sea-level-predictor-main/README.md', 'week_ (8)/boilerplate-sea-level-predictor-main/epa-sea-level.csv', 'week_ (8)/boilerplate-sea-level-predictor-main/main.py', 'week_ (8)/boilerplate-sea-level-predictor-main/sea_level_predictor.py', 'week_ (8)/boilerplate-sea-level-predictor-main/test_module.py', 'week_ (8)/data-cleaning-and-visualizations/1 - Missing Data.ipynb', 'week_ (8)/data-cleaning-and-visualizations/2 - Handling Missing Data with Pandas.ipynb', 'week_ (8)/data-cleaning-and-visualizations/3 - Cleaning Not Null Values.ipynb', 'week_ (8)/data-cleaning-and-visualizations/4 - More Visualizations.ipynb', 'week_ (8)/data-cleaning-and-visualizations/5 - Real Example.ipynb', 'week_ (8)/data-cleaning-and-visualizations/data/btc-eth-prices-original.csv', 'week_ (8)/data-cleaning-and-visualizations/data/btc-eth-prices-outliers.csv', 'week_ (8)/data-cleaning-and-visualizations/data/btc-eth-prices.csv', 'week_ (8)/data-cleaning-and-visualizations/data/btc-market-price-full.csv', 'week_ (8)/data-cleaning-and-visualizations/data/btc-market-price.csv', 'week_ (8)/data-cleaning-and-visualizations/data/eth-price-full.csv', 'week_ (8)/data-cleaning-and-visualizations/data/eth-price.csv']"
85,"NamedUser(login=""khaidv123"")",Add files via upload,15/05/2023 16:40,19/05/2023 14:19,281739,10,failure,"['week_ (8)/boilerplate-sea-level-predictor-main/sea_level_predictor.py', 'week_ (8)/data-cleaning-and-visualizations/1 - Missing Data.ipynb', 'week_ (8)/data-cleaning-and-visualizations/2 - Handling Missing Data with Pandas.ipynb', 'week_ (8)/data-cleaning-and-visualizations/3 - Cleaning Not Null Values.ipynb', 'week_ (8)/data-cleaning-and-visualizations/4 - More Visualizations.ipynb', 'week_ (8)/data-cleaning-and-visualizations/5 - Real Example.ipynb']"
85,"NamedUser(login=""khaidv123"")",Add files via upload,15/05/2023 16:40,19/05/2023 14:57,281739,10,failure,['week_ (8)/boilerplate-sea-level-predictor-main/sea_level_predictor.py']
85,"NamedUser(login=""khaidv123"")",Add files via upload,15/05/2023 16:40,21/05/2023 8:48,281739,10,failure,['week_ (8)/boilerplate-sea-level-predictor-main/sea_level_predictor.py']
85,"NamedUser(login=""khaidv123"")",Add files via upload,15/05/2023 16:40,21/05/2023 9:10,281739,10,failure,"['week_ (8)/boilerplate-sea-level-predictor-main/sea_level_plot.png', 'week_ (8)/boilerplate-sea-level-predictor-main/sea_level_predictor.py']"
85,"NamedUser(login=""khaidv123"")",Add files via upload,15/05/2023 16:40,22/05/2023 9:09,281739,10,success,['week_ (8)/boilerplate-sea-level-predictor-main/sea_level_predictor.py']
85,"NamedUser(login=""khaidv123"")",Merge branch 'gungui98:master' into master,15/05/2023 16:40,22/05/2023 9:12,281739,10,success,"['week_ (9) final/README.MD', 'week_ (9) final/boilerplate/main.py']"
84,,'ex_today',15/05/2023 9:29,08/05/2023 9:52,3104,11,unknown,"['week_ (1)/Exercises.ipynb', 'week_ (1)/Exercises_1.ipynb', 'week_ (1)/Exercises_2.ipynb', 'week_ (2)/README.MD', 'week_ (2)/exercise_1.ipynb', 'week_ (2)/exercise_2.ipynb', 'week_ (2)/person.py', 'week_ (2)/person_mixins/person.py', 'week_ (2)/person_mixins/student.py', 'week_ (2)/person_mixins/teacher.py', 'week_ (2)/student.py', 'week_ (2)/test.ipynb', 'week_ (3)/1. NumPy.ipynb', 'week_ (3)/2. NumPy exercises.ipynb', 'week_ (4)/1 - Pandas - Series.ipynb', 'week_ (4)/2 - Pandas Series exercises.ipynb', 'week_ (4)/4 - Pandas DataFrames exercises.ipynb', 'week_ (4)/5 - Pandas - Reading CSV and Basic Plotting.ipynb']"
84,,'readme',15/05/2023 9:29,08/05/2023 9:55,3104,11,failure,['README.md']
84,,'ex8/5/23',15/05/2023 9:29,08/05/2023 10:57,3104,11,success,"['week_ (5)/boilerplate-demographic-data-analyzer-main/demographic_data_analyzer.py', 'week_ (5)/boilerplate-mean-variance-standard-deviation-calculator-main/mean_var_std.py']"
84,"NamedUser(login=""NguyenManhAI"")",Merge branch 'gungui98:master' into master,15/05/2023 9:29,12/05/2023 6:23,3104,11,failure,"['.github/workflows/test.yml', 'week_ (5)/boilerplate-demographic-data-analyzer-main/README.MD', 'week_ (5)/boilerplate-mean-variance-standard-deviation-calculator-main/README.MD', 'week_ (6)/boilerplate-medical-data-visualizer-main/README.md', 'week_ (6)/boilerplate-medical-data-visualizer-main/examples/Figure_1.png', 'week_ (6)/boilerplate-medical-data-visualizer-main/examples/Figure_2.png', 'week_ (6)/boilerplate-medical-data-visualizer-main/main.py', 'week_ (6)/boilerplate-medical-data-visualizer-main/medical_data_visualizer.py', 'week_ (6)/boilerplate-medical-data-visualizer-main/medical_examination.csv', 'week_ (6)/boilerplate-medical-data-visualizer-main/test_module.py']"
84,,'ex12/5',15/05/2023 9:29,12/05/2023 16:00,3104,11,failure,"['.github/workflows/test.yml', 'week_ (6)/boilerplate-medical-data-visualizer-main/medical_data_visualizer.py']"
84,"NamedUser(login=""NguyenManhAI"")",Merge branch 'gungui98:master' into master,15/05/2023 9:29,15/05/2023 9:14,3104,11,failure,"['.github/workflows/test.yml', 'week_ (6)/README.md', 'week_ (7)/README.md', 'week_ (7)/boilerplate-page-view-time-series-visualizer-main/examples/Figure_1.png', 'week_ (7)/boilerplate-page-view-time-series-visualizer-main/examples/Figure_2.png', 'week_ (7)/boilerplate-page-view-time-series-visualizer-main/examples/Figure_3.png', 'week_ (7)/boilerplate-page-view-time-series-visualizer-main/fcc-forum-pageviews.csv', 'week_ (7)/boilerplate-page-view-time-series-visualizer-main/main.py', 'week_ (7)/boilerplate-page-view-time-series-visualizer-main/test_module.py', 'week_ (7)/boilerplate-page-view-time-series-visualizer-main/time_series_visualizer.py']"
84,,'ex15/5',15/05/2023 9:29,15/05/2023 10:33,3104,11,failure,"['week_ (7)/boilerplate-page-view-time-series-visualizer-main/bar_plot.png', 'week_ (7)/boilerplate-page-view-time-series-visualizer-main/box_plot.png', 'week_ (7)/boilerplate-page-view-time-series-visualizer-main/line_plot.png', 'week_ (7)/boilerplate-page-view-time-series-visualizer-main/time_series_visualizer.py']"
84,,'ex15/5/23',15/05/2023 9:29,15/05/2023 14:50,3104,11,success,['.github/workflows/test.yml']
84,"NamedUser(login=""NguyenManhAI"")",Merge branch 'gungui98:master' into master,15/05/2023 9:29,19/05/2023 6:04,3104,11,failure,"['.github/workflows/test.yml', 'week_ (8)/boilerplate-sea-level-predictor-main/README.md', 'week_ (8)/boilerplate-sea-level-predictor-main/epa-sea-level.csv', 'week_ (8)/boilerplate-sea-level-predictor-main/main.py', 'week_ (8)/boilerplate-sea-level-predictor-main/sea_level_predictor.py', 'week_ (8)/boilerplate-sea-level-predictor-main/test_module.py', 'week_ (8)/data-cleaning-and-visualizations/1 - Missing Data.ipynb', 'week_ (8)/data-cleaning-and-visualizations/2 - Handling Missing Data with Pandas.ipynb', 'week_ (8)/data-cleaning-and-visualizations/3 - Cleaning Not Null Values.ipynb', 'week_ (8)/data-cleaning-and-visualizations/4 - More Visualizations.ipynb', 'week_ (8)/data-cleaning-and-visualizations/5 - Real Example.ipynb', 'week_ (8)/data-cleaning-and-visualizations/data/btc-eth-prices-original.csv', 'week_ (8)/data-cleaning-and-visualizations/data/btc-eth-prices-outliers.csv', 'week_ (8)/data-cleaning-and-visualizations/data/btc-eth-prices.csv', 'week_ (8)/data-cleaning-and-visualizations/data/btc-market-price-full.csv', 'week_ (8)/data-cleaning-and-visualizations/data/btc-market-price.csv', 'week_ (8)/data-cleaning-and-visualizations/data/eth-price-full.csv', 'week_ (8)/data-cleaning-and-visualizations/data/eth-price.csv']"
84,,'ex19/5',15/05/2023 9:29,19/05/2023 6:13,3104,11,success,['week_ (8)/boilerplate-sea-level-predictor-main/sea_level_predictor.py']
84,"NamedUser(login=""NguyenManhAI"")",Merge branch 'gungui98:master' into master,15/05/2023 9:29,22/05/2023 9:15,3104,11,success,"['week_ (9) final/README.MD', 'week_ (9) final/boilerplate/main.py']"
83,"NamedUser(login=""trnamanh12"")",Add files via upload,12/05/2023 9:45,08/05/2023 11:16,2638,10,unknown,"['week_ (5)/boilerplate-demographic-data-analyzer-main/__pycache__/demographic_data_analyzer.cpython-310.pyc', 'week_ (5)/boilerplate-demographic-data-analyzer-main/demographic_data_analyzer.py', 'week_ (5)/boilerplate-mean-variance-standard-deviation-calculator-main/mean_var_std.py']"
83,"NamedUser(login=""trnamanh12"")",Add files via upload,12/05/2023 9:45,12/05/2023 6:24,2638,10,unknown,[]
83,"NamedUser(login=""trnamanh12"")",Merge branch 'gungui98:master' into master,12/05/2023 9:45,12/05/2023 6:24,2638,10,unknown,"['.github/workflows/test.yml', 'week_ (6)/boilerplate-medical-data-visualizer-main/README.md', 'week_ (6)/boilerplate-medical-data-visualizer-main/examples/Figure_1.png', 'week_ (6)/boilerplate-medical-data-visualizer-main/examples/Figure_2.png', 'week_ (6)/boilerplate-medical-data-visualizer-main/main.py', 'week_ (6)/boilerplate-medical-data-visualizer-main/medical_data_visualizer.py', 'week_ (6)/boilerplate-medical-data-visualizer-main/medical_examination.csv', 'week_ (6)/boilerplate-medical-data-visualizer-main/test_module.py']"
83,"NamedUser(login=""trnamanh12"")",Update medical_data_visualizer.py,12/05/2023 9:45,12/05/2023 9:43,2638,10,failure,['week_ (6)/boilerplate-medical-data-visualizer-main/medical_data_visualizer.py']
83,"NamedUser(login=""trnamanh12"")",Merge branch 'gungui98:master' into master,12/05/2023 9:45,19/05/2023 4:30,2638,10,failure,"['.github/workflows/test.yml', 'week_ (6)/README.md', 'week_ (7)/README.md', 'week_ (7)/boilerplate-page-view-time-series-visualizer-main/examples/Figure_1.png', 'week_ (7)/boilerplate-page-view-time-series-visualizer-main/examples/Figure_2.png', 'week_ (7)/boilerplate-page-view-time-series-visualizer-main/examples/Figure_3.png', 'week_ (7)/boilerplate-page-view-time-series-visualizer-main/fcc-forum-pageviews.csv', 'week_ (7)/boilerplate-page-view-time-series-visualizer-main/main.py', 'week_ (7)/boilerplate-page-view-time-series-visualizer-main/test_module.py', 'week_ (7)/boilerplate-page-view-time-series-visualizer-main/time_series_visualizer.py', 'week_ (8)/boilerplate-sea-level-predictor-main/README.md', 'week_ (8)/boilerplate-sea-level-predictor-main/epa-sea-level.csv', 'week_ (8)/boilerplate-sea-level-predictor-main/main.py', 'week_ (8)/boilerplate-sea-level-predictor-main/sea_level_predictor.py', 'week_ (8)/boilerplate-sea-level-predictor-main/test_module.py', 'week_ (8)/data-cleaning-and-visualizations/1 - Missing Data.ipynb', 'week_ (8)/data-cleaning-and-visualizations/2 - Handling Missing Data with Pandas.ipynb', 'week_ (8)/data-cleaning-and-visualizations/3 - Cleaning Not Null Values.ipynb', 'week_ (8)/data-cleaning-and-visualizations/4 - More Visualizations.ipynb', 'week_ (8)/data-cleaning-and-visualizations/5 - Real Example.ipynb', 'week_ (8)/data-cleaning-and-visualizations/data/btc-eth-prices-original.csv', 'week_ (8)/data-cleaning-and-visualizations/data/btc-eth-prices-outliers.csv', 'week_ (8)/data-cleaning-and-visualizations/data/btc-eth-prices.csv', 'week_ (8)/data-cleaning-and-visualizations/data/btc-market-price-full.csv', 'week_ (8)/data-cleaning-and-visualizations/data/btc-market-price.csv', 'week_ (8)/data-cleaning-and-visualizations/data/eth-price-full.csv', 'week_ (8)/data-cleaning-and-visualizations/data/eth-price.csv']"
83,"NamedUser(login=""trnamanh12"")",Update time_series_visualizer.py,12/05/2023 9:45,19/05/2023 4:32,2638,10,failure,['week_ (7)/boilerplate-page-view-time-series-visualizer-main/time_series_visualizer.py']
83,"NamedUser(login=""trnamanh12"")",Update sea_level_predictor.py,12/05/2023 9:45,19/05/2023 4:33,2638,10,failure,['week_ (8)/boilerplate-sea-level-predictor-main/sea_level_predictor.py']
83,"NamedUser(login=""trnamanh12"")",feat,12/05/2023 9:45,19/05/2023 4:37,2638,10,failure,"['week_ (1)/Exercises.ipynb', 'week_ (1)/Exercises_1.ipynb', 'week_ (1)/Exercises_2.ipynb', 'week_ (2)/__pycache__/person_mixins.cpython-310.pyc', 'week_ (2)/exercise_1.ipynb', 'week_ (2)/exercise_2.ipynb', 'week_ (2)/person/__pycache__/person.cpython-310.pyc', 'week_ (2)/person/person.py', 'week_ (2)/person_mixins.py', 'week_ (3)/1. NumPy.ipynb', 'week_ (3)/2. NumPy exercises.ipynb', 'week_ (4)/2 - Pandas Series exercises.ipynb', 'week_ (4)/4 - Pandas DataFrames exercises.ipynb']"
83,"NamedUser(login=""trnamanh12"")",feat update 4-pd.dataframes ex,12/05/2023 9:45,19/05/2023 4:50,2638,10,success,['week_ (4)/4 - Pandas DataFrames exercises.ipynb']
83,"NamedUser(login=""trnamanh12"")",Merge branch 'gungui98:master' into master,12/05/2023 9:45,22/05/2023 9:15,2638,10,success,"['week_ (9) final/README.MD', 'week_ (9) final/boilerplate/main.py']"
80,,btvn,12/05/2023 8:38,28/04/2023 8:16,5948,30,unknown,"['week_ (1)/Exercises.ipynb', 'week_ (1)/Exercises_1.ipynb', 'week_ (1)/Exercises_2.ipynb', 'week_ (1)/Lecture_1.ipynb', 'week_ (1)/README.MD', 'week_ (2)/exercise_1.ipynb', 'week_ (2)/exercise_2.ipynb', 'week_ (3)/2. NumPy exercises.ipynb']"
80,,btvn,12/05/2023 8:38,28/04/2023 8:18,5948,30,failure,['week_ (2)/exercise_1.ipynb']
80,"NamedUser(login=""cpython219"")",Merge branch 'gungui98:master' into master,12/05/2023 8:38,28/04/2023 8:19,5948,30,failure,"['.github/workflows/test.yml', '.github/workflows/test_notebook.py', 'week_ (1)/Exercises_1.html', 'week_ (1)/Exercises_2.html']"
80,,btvn,12/05/2023 8:38,28/04/2023 8:30,5948,30,unknown,"['week_ (2)/person/person .py', 'week_ (2)/person_mixins/person.py', 'week_ (2)/person_mixins/student.py', 'week_ (2)/person_mixins/teacher.py']"
80,,btvn,12/05/2023 8:38,28/04/2023 8:32,5948,30,unknown,['week_ (2)/exercise_2.ipynb']
80,,longden,12/05/2023 8:38,28/04/2023 8:36,5948,30,unknown,['week_ (2)/exercise_1.ipynb']
80,,Merge branch 'master' of github.com:cpython219/python-datascience-course,12/05/2023 8:38,28/04/2023 8:40,5948,30,failure,"['.github/workflows/test.yml', '.github/workflows/test_notebook.py', 'week_ (1)/Exercises_1.html', 'week_ (1)/Exercises_2.html']"
80,,btvn,12/05/2023 8:38,28/04/2023 8:46,5948,30,failure,"['week_ (2)/person/person.py', 'week_ (2)/person/student.py', 'week_ (2)/person/teacher.py', 'week_ (2)/person_mixins/person .py']"
80,,btvn,12/05/2023 8:38,28/04/2023 9:18,5948,30,failure,"['week_ (2)/exercise_2.ipynb', 'week_ (2)/person/person.py', 'week_ (2)/person_mixins/person .py']"
80,,btcn,12/05/2023 8:38,28/04/2023 9:21,5948,30,success,['week_ (2)/exercise_2.ipynb']
80,,btvn,12/05/2023 8:38,05/05/2023 8:24,5948,30,unknown,"['week_ (4)/1 - Pandas - Series.ipynb', 'week_ (4)/2 - Pandas Series exercises.ipynb', 'week_ (4)/3 - Pandas - DataFrames.ipynb', 'week_ (4)/4 - Pandas DataFrames exercises.ipynb', 'week_ (4)/5 - Pandas - Reading CSV and Basic Plotting.ipynb', 'week_ (4)/data/btc-market-price.csv', 'week_ (4)/data/eth-price.csv']"
80,,btvn,12/05/2023 8:38,08/05/2023 9:55,5948,30,unknown,"['week_ (5)/boilerplate-demographic-data-analyzer-main/README.MD', 'week_ (5)/boilerplate-demographic-data-analyzer-main/adult.data.csv', 'week_ (5)/boilerplate-demographic-data-analyzer-main/demographic_data_analyzer.py', 'week_ (5)/boilerplate-demographic-data-analyzer-main/main.py', 'week_ (5)/boilerplate-demographic-data-analyzer-main/test_module.py', 'week_ (5)/boilerplate-mean-variance-standard-deviation-calculator-main/README.MD', 'week_ (5)/boilerplate-mean-variance-standard-deviation-calculator-main/main.py', 'week_ (5)/boilerplate-mean-variance-standard-deviation-calculator-main/mean_var_std.py', 'week_ (5)/boilerplate-mean-variance-standard-deviation-calculator-main/test_module.py']"
80,,btvn,12/05/2023 8:38,12/05/2023 15:11,5948,30,unknown,"['week_ (6)/boilerplate-medical-data-visualizer-main/README.md', 'week_ (6)/boilerplate-medical-data-visualizer-main/Work.ipynb', 'week_ (6)/boilerplate-medical-data-visualizer-main/examples/Figure_1.png', 'week_ (6)/boilerplate-medical-data-visualizer-main/examples/Figure_2.png', 'week_ (6)/boilerplate-medical-data-visualizer-main/main.py', 'week_ (6)/boilerplate-medical-data-visualizer-main/medical_data_visualizer.py', 'week_ (6)/boilerplate-medical-data-visualizer-main/medical_examination.csv', 'week_ (6)/boilerplate-medical-data-visualizer-main/test_module.py']"
80,,btvn,12/05/2023 8:38,12/05/2023 15:34,5948,30,unknown,['week_ (6)/boilerplate-medical-data-visualizer-main/medical_data_visualizer.py']
80,,btvn,12/05/2023 8:38,12/05/2023 15:37,5948,30,failure,"['.github/workflows/test.yml', '.vscode/launch.json', 'week_ (4)/1 - Pandas - Series.ipynb', 'week_ (4)/2 - Pandas Series exercises.ipynb', 'week_ (4)/3 - Pandas - DataFrames.ipynb', 'week_ (4)/4 - Pandas DataFrames exercises.ipynb', 'week_ (5)/boilerplate-demographic-data-analyzer-main/demographic_data_analyzer.py', 'week_ (5)/boilerplate-mean-variance-standard-deviation-calculator-main/mean_var_std.py', 'week_ (6)/boilerplate-medical-data-visualizer-main/medical_data_visualizer.py']"
80,,btvn,12/05/2023 8:38,15/05/2023 16:17,5948,30,failure,['week_ (6)/boilerplate-medical-data-visualizer-main/medical_data_visualizer.py']
80,,btvn,12/05/2023 8:38,15/05/2023 17:57,5948,30,unknown,"['week_ (4)/1 - Pandas - Series.ipynb', 'week_ (4)/2 - Pandas Series exercises.ipynb', 'week_ (4)/3 - Pandas - DataFrames.ipynb', 'week_ (4)/4 - Pandas DataFrames exercises.ipynb', 'week_ (4)/Untitled.ipynb', 'week_ (7)/README.md', 'week_ (7)/boilerplate-page-view-time-series-visualizer-main/Work.ipynb', 'week_ (7)/boilerplate-page-view-time-series-visualizer-main/examples/Figure_1.png', 'week_ (7)/boilerplate-page-view-time-series-visualizer-main/examples/Figure_2.png', 'week_ (7)/boilerplate-page-view-time-series-visualizer-main/examples/Figure_3.png', 'week_ (7)/boilerplate-page-view-time-series-visualizer-main/fcc-forum-pageviews.csv', 'week_ (7)/boilerplate-page-view-time-series-visualizer-main/main.py', 'week_ (7)/boilerplate-page-view-time-series-visualizer-main/test_module.py', 'week_ (7)/boilerplate-page-view-time-series-visualizer-main/time_series_visualizer.py']"
80,,btvn,12/05/2023 8:38,16/05/2023 8:43,5948,30,unknown,"['week_ (7)/boilerplate-page-view-time-series-visualizer-main/Work.ipynb', 'week_ (7)/boilerplate-page-view-time-series-visualizer-main/time_series_visualizer.py']"
80,"NamedUser(login=""lqanh11"")",Merge branch 'master' into master,12/05/2023 8:38,19/05/2023 6:32,5948,30,failure,"['.github/workflows/test.yml', 'week_ (6)/README.md', 'week_ (7)/boilerplate-page-view-time-series-visualizer-main/time_series_visualizer.py', 'week_ (8)/boilerplate-sea-level-predictor-main/README.md', 'week_ (8)/boilerplate-sea-level-predictor-main/epa-sea-level.csv', 'week_ (8)/boilerplate-sea-level-predictor-main/main.py', 'week_ (8)/boilerplate-sea-level-predictor-main/sea_level_predictor.py', 'week_ (8)/boilerplate-sea-level-predictor-main/test_module.py', 'week_ (8)/data-cleaning-and-visualizations/1 - Missing Data.ipynb', 'week_ (8)/data-cleaning-and-visualizations/2 - Handling Missing Data with Pandas.ipynb', 'week_ (8)/data-cleaning-and-visualizations/3 - Cleaning Not Null Values.ipynb', 'week_ (8)/data-cleaning-and-visualizations/4 - More Visualizations.ipynb', 'week_ (8)/data-cleaning-and-visualizations/5 - Real Example.ipynb', 'week_ (8)/data-cleaning-and-visualizations/data/btc-eth-prices-original.csv', 'week_ (8)/data-cleaning-and-visualizations/data/btc-eth-prices-outliers.csv', 'week_ (8)/data-cleaning-and-visualizations/data/btc-eth-prices.csv', 'week_ (8)/data-cleaning-and-visualizations/data/btc-market-price-full.csv', 'week_ (8)/data-cleaning-and-visualizations/data/btc-market-price.csv', 'week_ (8)/data-cleaning-and-visualizations/data/eth-price-full.csv', 'week_ (8)/data-cleaning-and-visualizations/data/eth-price.csv']"
80,,btvn,12/05/2023 8:38,19/05/2023 14:19,5948,30,unknown,"['week_ (8)/boilerplate-sea-level-predictor-main/README.md', 'week_ (8)/boilerplate-sea-level-predictor-main/epa-sea-level.csv', 'week_ (8)/boilerplate-sea-level-predictor-main/main.py', 'week_ (8)/boilerplate-sea-level-predictor-main/sea_level_predictor.py', 'week_ (8)/boilerplate-sea-level-predictor-main/test_module.py', 'week_ (8)/data-cleaning-and-visualizations/1 - Missing Data.ipynb', 'week_ (8)/data-cleaning-and-visualizations/2 - Handling Missing Data with Pandas.ipynb', 'week_ (8)/data-cleaning-and-visualizations/3 - Cleaning Not Null Values.ipynb', 'week_ (8)/data-cleaning-and-visualizations/4 - More Visualizations.ipynb', 'week_ (8)/data-cleaning-and-visualizations/5 - Real Example.ipynb', 'week_ (8)/data-cleaning-and-visualizations/data/btc-eth-prices-original.csv', 'week_ (8)/data-cleaning-and-visualizations/data/btc-eth-prices-outliers.csv', 'week_ (8)/data-cleaning-and-visualizations/data/btc-eth-prices.csv', 'week_ (8)/data-cleaning-and-visualizations/data/btc-market-price-full.csv', 'week_ (8)/data-cleaning-and-visualizations/data/btc-market-price.csv', 'week_ (8)/data-cleaning-and-visualizations/data/eth-price-full.csv', 'week_ (8)/data-cleaning-and-visualizations/data/eth-price.csv']"
80,,btvn,12/05/2023 8:38,19/05/2023 14:22,5948,30,unknown,['week_ (8)/boilerplate-sea-level-predictor-main/main.py']
